-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0,-123320.0
-0.00782657477240467,0.0016147704989288858,-0.00782657477240467,0.007644080004882037,0.007644080004882037,-0.007860931948466265,-0.006483910423728978,-0.010861475433808332,-0.012563075530929946,-0.014024357694438883,-0.01642597351063968
-0.001139499394512633,0.0007961999593102398,-0.00248496169157042,0.0010375934274453602,0.0010375934274453602,-0.007722368710799565,-0.006767548826949965,-0.010380703460232676,-0.01254182102711976,-0.013894230591976586,-0.01652541700644683
0.0008450337577399214,0.0008450337577399214,-0.002727573729950139,-0.0008717811383565088,-0.0008717811383565088,-0.004454710014874519,-0.005409683704434731,-0.007989264705454802,-0.01082005930332186,-0.01216210558661579,-0.014815375163902078
-0.002843105517206901,0.0005823026654208086,-0.007179725798416525,0.002844315193901492,0.002844315193901492,-0.0036734157633504516,-0.007361215564967827,-0.009018897922306479,-0.012367463004378965,-0.014170532307260841,-0.016468483331673278
0.0013514888528129987,0.0013514888528129987,-0.0038487032599288096,-0.001404450806129165,-0.001404450806129165,-0.0004376720189969152,-0.005304480690533908,-0.006307489535620103,-0.009961711444819277,-0.01207795891517438,-0.014060952666485549
0.0006248603912690776,0.003563590126786753,-0.004030538113340754,-0.0008575564414925463,-0.0008575564414925463,0.0005685517110738392,-0.004014042804822648,-0.004624240699631299,-0.008554078921837127,-0.010522524938886502,-0.01220148527624687
0.0034661412357921417,0.0034661412357921417,-0.0019500934880689602,-0.003563673944411261,-0.003563673944411261,0.0033724512850950017,-0.000253529818101228,-0.0008231784014353094,-0.004067992760520833,-0.00629961201694329,-0.007833987261935182
0.0011522550838907186,0.005229828187573782,-0.0026839348555183218,-0.0012541061904680628,-0.0012541061904680628,0.003780956485420761,0.0017821674439468804,0.0004765450550885397,-0.0018794281829920267,-0.004531063511818423,-0.006000530548853078
0.03588886631946986,0.03588886631946986,-0.0068761399592494055,-0.034725402225963764,-0.034725402225963764,0.03122280763106966,0.035367093926709,0.034183426787015136,0.03325635445481945,0.030596959969063642,0.029003198342613556
-0.005814483695800732,0.006447213364652926,-0.00722901455998437,0.005560889616694542,0.005560889616694542,0.018296612249774746,0.026980046021278348,0.026512801943957554,0.02676039979976874,0.024295691268877206,0.02271841964976762
0.0025870028358117025,0.004482647715669641,-0.015892620373667343,-0.0025944345993798024,-0.0025944345993798024,0.013361138444800469,0.02593624978457587,0.02695703874808908,0.028181523265060848,0.0259064588422786,0.02472660390130499
0.011527058491615838,0.011700065568450047,-0.00021630284580798076,-0.011402751982227732,-0.011402751982227732,0.01581923558855891,0.03274938604927602,0.035863885963637765,0.03792251324546925,0.03668041131332522,0.03560411721643053
0.009453315780669547,0.012910073572477199,-0.00010917853942571387,-0.009407677800631231,-0.009407677800631231,0.014514029797657146,0.036632180521073865,0.04259939918342037,0.045077229380913186,0.045126782579511415,0.04407160975094948
